BY_R100,-0.25571794630802247
BY_R101,-1.1959796568384506
BY_R102,-0.16314631407568506
BY_R103,0.011305974819398728
BY_R104,-0.16909718130024998
BY_R105,0.011348401639426355
BY_R106,0.37701784866114907
BY_R107,0.4135208320547549
BY_R108,0.42960518990465063
BY_R109,-0.4440699542137002
BY_R110,0.5159202589041105
BY_R111,0.2469686799649016
BY_R112,0.2243694554660916
BY_R113,-0.3705141249388478
BY_R114,-0.14729137973667578
BY_R115,-0.12915724209497073
BY_R131,0.1831172104742709
BY_R132,0.28501570836863355
BY_R133,-0.06345045955945307
BY_R134,0.3868948124799196
BY_R135,-0.04275708180334501
BY_R136,0.04569444588467831
BY_R137,0.02734631879769811
BY_R138,1.2076846867956186
BY_R139,0.05259072707872787
BY_R140,-0.5750799473235849
BY_R141,0.12320553079356868
BY_R142,0.3163153684950067
BY_R143,-0.850608648951025
BY_R144,-1.4725389913934843
BY_R145,0.14335129010919997
BY_R146,0.48751163711256285
BY_R147,-0.09004564700098448
BY_R148,-0.06486285856617842
BY_R149,0.328229403622967
BY_R150,-0.7908735422563307
BY_R151,0.19345723968579845
BY_R152,0.7432774663528012
BY_R162,-0.4725938957958256
BY_R172,0.5056004362967992
BY_R190,0.2044007584312387
BY_R192,-0.5537152604074546
BY_R211,0.1334011828469824
BY_R212,-0.060992474916444224
BY_R220,-0.00994513158394969
BY_R230,0.24706179395463626
BY_R231,0.032202302518129486
BY_R232,-0.08787942803877467
BY_R233,-0.33473209347722926
BY_R234,-0.08270130887840431
BY_R235,0.03749734685855957
BY_R240,-0.09827158371697392
BY_R250,-0.09108834421659708
BY_R260,0.04045343706515081
BY_R270,0.13615347047193913
BY_R281,-0.003966974478650649
BY_R282,0.14300306922383452
BY_R290,-0.20192291972948173
BY_R311,0.1696944616259499
BY_R312,0.07102363530680132
BY_R320,-0.1360049021281974
BY_R333,-0.06992182321985192
BY_R334,0.14982381696604308
BY_R340,-0.03929706778237953
BY_R410,-0.09767768362442263
BY_R420,0.010285830536897474
BY_R430,0.09518255854789774
BY_R440,0.023338174451252015
BY_R601,-0.30732365270834494
BY_R602,-0.24109050505377227
BY_R603,0.2324349536883784
BY_R604,0.3890243157950868
BY_R605,0.017656779467118244
BY_R606,-0.6635287314358133
BY_R607,0.10244126016321724
BY_R608,-0.004220963230956538
BY_R609,-0.15926285018463052
BY_R610,0.8225694821316595
BY_RACE,0.029646803626457486
BY_RACEFLG,0.011742528412728331
BY_RETEN,-0.04467940011747997
BY_RegCen_Rel,0.0175316058552052